 Move,T,E,Acceptance,<r_12>
   28956, 1.46025E-05, 2.07641E+02, 1.10340E+01,   1.600
   28994, 1.44425E-05, 2.07502E+02, 1.10299E+01,   1.600
   29032, 1.42843E-05, 2.07498E+02, 1.10189E+01,   1.600
   29070, 1.41277E-05, 2.07498E+02, 1.10045E+01,   1.600
   29108, 1.39729E-05, 2.07496E+02, 1.09935E+01,   1.600
   29146, 1.38198E-05, 2.07494E+02, 1.09826E+01,   1.600
   29184, 1.36684E-05, 2.07494E+02, 1.09683E+01,   1.600
   29222, 1.35186E-05, 2.07480E+02, 1.09575E+01,   1.600
   29260, 1.33705E-05, 2.07432E+02, 1.09535E+01,   1.600
   29298, 1.32240E-05, 2.07428E+02, 1.09427E+01,   1.600
   29336, 1.30791E-05, 2.07401E+02, 1.09388E+01,   1.600
   29374, 1.29358E-05, 2.07349E+02, 1.09280E+01,   1.600
   29412, 1.27941E-05, 2.07272E+02, 1.09241E+01,   1.600
   29450, 1.26539E-05, 2.07264E+02, 1.09134E+01,   1.600
   29488, 1.25152E-05, 2.07264E+02, 1.08993E+01,   1.600
   29526, 1.23781E-05, 2.07264E+02, 1.08853E+01,   1.600
   29564, 1.22425E-05, 2.06861E+02, 1.08781E+01,   1.600
   29602, 1.21083E-05, 2.06833E+02, 1.08709E+01,   1.600
   29640, 1.19756E-05, 2.06823E+02, 1.08637E+01,   1.600
   29678, 1.18444E-05, 2.06823E+02, 1.08498E+01,   1.600
   29716, 1.17146E-05, 2.06821E+02, 1.08393E+01,   1.600
   29754, 1.15863E-05, 2.06821E+02, 1.08254E+01,   1.600
   29792, 1.14593E-05, 2.06736E+02, 1.08217E+01,   1.600
   29830, 1.13338E-05, 2.06736E+02, 1.08079E+01,   1.600
   29868, 1.12096E-05, 2.06612E+02, 1.07975E+01,   1.600
   29906, 1.10868E-05, 2.06612E+02, 1.07838E+01,   1.600
   29944, 1.09653E-05, 2.06612E+02, 1.07701E+01,   1.600
   29982, 1.08451E-05, 2.06551E+02, 1.07598E+01,   1.600
   30020, 1.07263E-05, 2.06537E+02, 1.07528E+01,   1.600
   30058, 1.06088E-05, 2.06521E+02, 1.07459E+01,   1.600
   30096, 1.04925E-05, 2.06508E+02, 1.07356E+01,   1.600
   30134, 1.03776E-05, 2.06506E+02, 1.07254E+01,   1.600
   30172, 1.02639E-05, 2.06460E+02, 1.07152E+01,   1.600
   30210, 1.01514E-05, 2.06406E+02, 1.07051E+01,   1.600
   30248, 1.00402E-05, 2.06392E+02, 1.06982E+01,   1.600
   30286, 9.93014E-06, 2.06276E+02, 1.06914E+01,   1.600
   30324, 9.82134E-06, 2.06275E+02, 1.06813E+01,   1.600
   30362, 9.71372E-06, 2.06265E+02, 1.06745E+01,   1.600
   30400, 9.60729E-06, 2.06247E+02, 1.06645E+01,   1.600
   30438, 9.50202E-06, 2.06079E+02, 1.06676E+01,   1.600
   30476, 9.39790E-06, 2.06079E+02, 1.06576E+01,   1.600
   30514, 9.29493E-06, 2.06031E+02, 1.06476E+01,   1.600
   30552, 9.19308E-06, 2.06031E+02, 1.06343E+01,   1.600
   30590, 9.09235E-06, 2.06022E+02, 1.06277E+01,   1.600
   30628, 8.99273E-06, 2.06017E+02, 1.06210E+01,   1.600
   30666, 8.89419E-06, 2.05985E+02, 1.06111E+01,   1.600
   30704, 8.79674E-06, 2.05970E+02, 1.06012E+01,   1.600
   30742, 8.70035E-06, 2.05970E+02, 1.05881E+01,   1.600
   30780, 8.60502E-06, 2.05962E+02, 1.05848E+01,   1.600
   30818, 8.51073E-06, 2.05962E+02, 1.05717E+01,   1.600
   30856, 8.41748E-06, 2.05951E+02, 1.05652E+01,   1.600
   30894, 8.32525E-06, 2.05951E+02, 1.05522E+01,   1.600
   30932, 8.23402E-06, 2.05948E+02, 1.05457E+01,   1.600
   30970, 8.14380E-06, 2.05948E+02, 1.05328E+01,   1.600
   31008, 8.05457E-06, 2.05938E+02, 1.05231E+01,   1.600
   31046, 7.96631E-06, 2.05938E+02, 1.05102E+01,   1.600
   31084, 7.87903E-06, 2.05938E+02, 1.04974E+01,   1.600
   31122, 7.79269E-06, 2.05938E+02, 1.04845E+01,   1.600
   31160, 7.70731E-06, 2.05888E+02, 1.04782E+01,   1.600
   31198, 7.62286E-06, 2.05888E+02, 1.04654E+01,   1.600
   31236, 7.53933E-06, 2.05888E+02, 1.04527E+01,   1.600
   31274, 7.45672E-06, 2.05834E+02, 1.04496E+01,   1.600
   31312, 7.37502E-06, 2.05816E+02, 1.04401E+01,   1.600
   31350, 7.29421E-06, 2.05804E+02, 1.04370E+01,   1.600
   31388, 7.21428E-06, 2.05803E+02, 1.04276E+01,   1.600
   31426, 7.13524E-06, 2.05791E+02, 1.04181E+01,   1.600
   31464, 7.05705E-06, 2.05791E+02, 1.04055E+01,   1.600
   31502, 6.97973E-06, 2.05791E+02, 1.03930E+01,   1.600
   31540, 6.90325E-06, 2.05790E+02, 1.03836E+01,   1.600
   31578, 6.82761E-06, 2.05729E+02, 1.03838E+01,   1.600
   31616, 6.75280E-06, 2.05729E+02, 1.03713E+01,   1.600
   31654, 6.67881E-06, 2.05729E+02, 1.03589E+01,   1.600
   31692, 6.60563E-06, 2.05727E+02, 1.03496E+01,   1.600
   31730, 6.53325E-06, 2.05727E+02, 1.03372E+01,   1.600
   31768, 6.46166E-06, 2.05721E+02, 1.03280E+01,   1.600
   31806, 6.39086E-06, 2.05669E+02, 1.03282E+01,   1.600
   31844, 6.32083E-06, 2.05662E+02, 1.03191E+01,   1.600
   31882, 6.25158E-06, 2.05644E+02, 1.03130E+01,   1.600
   31920, 6.18308E-06, 2.05644E+02, 1.03008E+01,   1.600
   31958, 6.11533E-06, 2.05644E+02, 1.02885E+01,   1.600
   31996, 6.04832E-06, 2.05622E+02, 1.02857E+01,   1.600
   32034, 5.98205E-06, 2.05552E+02, 1.02766E+01,   1.600
   32072, 5.91650E-06, 2.05548E+02, 1.02706E+01,   1.600
   32110, 5.85167E-06, 2.05548E+02, 1.02585E+01,   1.600
   32148, 5.78756E-06, 2.05539E+02, 1.02495E+01,   1.600
   32186, 5.72414E-06, 2.05539E+02, 1.02405E+01,   1.600
   32224, 5.66142E-06, 2.05539E+02, 1.02284E+01,   1.600
   32262, 5.59939E-06, 2.05518E+02, 1.02257E+01,   1.600
   32300, 5.53803E-06, 2.05497E+02, 1.02198E+01,   1.600
   32338, 5.47735E-06, 2.05497E+02, 1.02078E+01,   1.600
   32376, 5.41734E-06, 2.05489E+02, 1.02020E+01,   1.600
   32414, 5.35798E-06, 2.05489E+02, 1.01900E+01,   1.600
   32452, 5.29927E-06, 2.05467E+02, 1.01812E+01,   1.600
   32490, 5.24120E-06, 2.05466E+02, 1.01724E+01,   1.600
   32528, 5.18377E-06, 2.05466E+02, 1.01605E+01,   1.600
   32566, 5.12697E-06, 2.05464E+02, 1.01517E+01,   1.600
   32604, 5.07080E-06, 2.05353E+02, 1.01460E+01,   1.600
   32642, 5.01524E-06, 2.05299E+02, 1.01372E+01,   1.600
   32680, 4.96028E-06, 2.05299E+02, 1.01255E+01,   1.600
   32718, 4.90593E-06, 2.05287E+02, 1.01198E+01,   1.600
   32756, 4.85218E-06, 2.05287E+02, 1.01081E+01,   1.600
   32794, 4.79901E-06, 2.05287E+02, 1.00964E+01,   1.600
   32832, 4.74643E-06, 2.05267E+02, 1.00877E+01,   1.600
   32870, 4.69442E-06, 2.05264E+02, 1.00821E+01,   1.600
   32908, 4.64298E-06, 2.05241E+02, 1.00735E+01,   1.600
   32946, 4.59211E-06, 2.05241E+02, 1.00619E+01,   1.600
   32984, 4.54179E-06, 2.05233E+02, 1.00534E+01,   1.600
   33022, 4.49203E-06, 2.05223E+02, 1.00448E+01,   1.600
   33060, 4.44281E-06, 2.05223E+02, 1.00333E+01,   1.600
   33098, 4.39413E-06, 2.05223E+02, 1.00218E+01,   1.600
   33136, 4.34598E-06, 2.05090E+02, 1.00133E+01,   1.600
   33174, 4.29836E-06, 2.05088E+02, 1.00048E+01,   1.600
   33212, 4.25126E-06, 2.05087E+02, 9.99639E+00,   1.600
   33250, 4.20468E-06, 2.05082E+02, 9.98797E+00,   1.600
   33288, 4.15861E-06, 2.05082E+02, 9.97657E+00,   1.600
   33326, 4.11304E-06, 2.05082E+02, 9.96519E+00,   1.600
   33364, 4.06797E-06, 2.05082E+02, 9.95384E+00,   1.600
   33402, 4.02340E-06, 2.05080E+02, 9.94551E+00,   1.600
   33440, 3.97932E-06, 2.05074E+02, 9.93720E+00,   1.600
   33478, 3.93571E-06, 2.05074E+02, 9.92592E+00,   1.600
   33516, 3.89259E-06, 2.05052E+02, 9.91765E+00,   1.600
   33554, 3.84994E-06, 2.05045E+02, 9.90940E+00,   1.600
   33592, 3.80775E-06, 2.05027E+02, 9.90117E+00,   1.600
   33630, 3.76603E-06, 2.05019E+02, 9.89295E+00,   1.600
   33668, 3.72477E-06, 2.04926E+02, 9.88773E+00,   1.600
   33706, 3.68395E-06, 2.04780E+02, 9.87955E+00,   1.600
   33744, 3.64359E-06, 2.04765E+02, 9.87138E+00,   1.600
   33782, 3.60366E-06, 2.04728E+02, 9.86620E+00,   1.600
   33820, 3.56418E-06, 2.04728E+02, 9.85512E+00,   1.600
   33858, 3.52512E-06, 2.04728E+02, 9.84405E+00,   1.600
   33896, 3.48650E-06, 2.04728E+02, 9.83302E+00,   1.600
   33934, 3.44830E-06, 2.04462E+02, 9.82495E+00,   1.600
   33972, 3.41051E-06, 2.04254E+02, 9.82280E+00,   1.600
   34010, 3.37314E-06, 2.04243E+02, 9.81476E+00,   1.600
   34048, 3.33618E-06, 2.04130E+02, 9.81262E+00,   1.600
   34086, 3.29963E-06, 2.04108E+02, 9.80755E+00,   1.600
   34124, 3.26347E-06, 2.04098E+02, 9.80249E+00,   1.600
   34162, 3.22771E-06, 2.03979E+02, 9.80036E+00,   1.600
   34200, 3.19235E-06, 2.03978E+02, 9.79240E+00,   1.600
   34238, 3.15737E-06, 2.03961E+02, 9.78445E+00,   1.600
   34276, 3.12277E-06, 2.03961E+02, 9.77360E+00,   1.600
   34314, 3.08856E-06, 2.03956E+02, 9.76861E+00,   1.600
   34352, 3.05471E-06, 2.03956E+02, 9.75780E+00,   1.600
   34390, 3.02124E-06, 2.03893E+02, 9.75284E+00,   1.600
   34428, 2.98814E-06, 2.03893E+02, 9.74207E+00,   1.600
   34466, 2.95540E-06, 2.03868E+02, 9.74294E+00,   1.600
   34504, 2.92301E-06, 2.03868E+02, 9.73220E+00,   1.600
   34542, 2.89099E-06, 2.03780E+02, 9.72729E+00,   1.600
   34580, 2.85931E-06, 2.03780E+02, 9.71660E+00,   1.600
   34618, 2.82798E-06, 2.03769E+02, 9.70882E+00,   1.600
   34656, 2.79699E-06, 2.03762E+02, 9.70395E+00,   1.600
   34694, 2.76635E-06, 2.03762E+02, 9.69332E+00,   1.600
   34732, 2.73603E-06, 2.03762E+02, 9.68271E+00,   1.600
   34770, 2.70606E-06, 2.03613E+02, 9.67501E+00,   1.600
   34808, 2.67640E-06, 2.03613E+02, 9.66444E+00,   1.600
   34846, 2.64708E-06, 2.03613E+02, 9.65391E+00,   1.600
   34884, 2.61807E-06, 2.03613E+02, 9.64339E+00,   1.600
   34922, 2.58939E-06, 2.03613E+02, 9.63576E+00,   1.600
   34960, 2.56101E-06, 2.03594E+02, 9.62815E+00,   1.600
   34998, 2.53295E-06, 2.03593E+02, 9.62055E+00,   1.600
   35036, 2.50520E-06, 2.03538E+02, 9.61297E+00,   1.600
   35074, 2.47775E-06, 2.03514E+02, 9.60826E+00,   1.600
   35112, 2.45060E-06, 2.03514E+02, 9.59786E+00,   1.600
   35150, 2.42375E-06, 2.03514E+02, 9.58748E+00,   1.600
   35188, 2.39719E-06, 2.03514E+02, 9.57713E+00,   1.600
   35226, 2.37092E-06, 2.03507E+02, 9.57247E+00,   1.600
   35264, 2.34495E-06, 2.03474E+02, 9.56500E+00,   1.600
   35302, 2.31925E-06, 2.03474E+02, 9.55470E+00,   1.600
   35340, 2.29384E-06, 2.03474E+02, 9.54443E+00,   1.600
   35378, 2.26871E-06, 2.03460E+02, 9.53700E+00,   1.600
   35416, 2.24385E-06, 2.03458E+02, 9.52959E+00,   1.600
   35454, 2.21926E-06, 2.03458E+02, 9.51938E+00,   1.600
   35492, 2.19494E-06, 2.03451E+02, 9.51200E+00,   1.600
   35530, 2.17089E-06, 2.03437E+02, 9.51309E+00,   1.600
   35568, 2.14711E-06, 2.03437E+02, 9.50292E+00,   1.600
   35606, 2.12358E-06, 2.03437E+02, 9.49278E+00,   1.600
   35644, 2.10031E-06, 2.03431E+02, 9.48547E+00,   1.600
   35682, 2.07730E-06, 2.03431E+02, 9.47537E+00,   1.600
   35720, 2.05454E-06, 2.03353E+02, 9.46809E+00,   1.600
   35758, 2.03203E-06, 2.03342E+02, 9.46362E+00,   1.600
   35796, 2.00976E-06, 2.03340E+02, 9.45636E+00,   1.600
   35834, 1.98774E-06, 2.03319E+02, 9.44913E+00,   1.600
   35872, 1.96596E-06, 2.03316E+02, 9.44191E+00,   1.600
   35910, 1.94442E-06, 2.03316E+02, 9.43191E+00,   1.600
   35948, 1.92311E-06, 2.03257E+02, 9.42751E+00,   1.600
   35986, 1.90204E-06, 2.03252E+02, 9.42033E+00,   1.600
   36024, 1.88120E-06, 2.03252E+02, 9.41039E+00,   1.600
   36062, 1.86059E-06, 2.03252E+02, 9.40048E+00,   1.600
   36100, 1.84020E-06, 2.03009E+02, 9.39612E+00,   1.600
   36138, 1.82004E-06, 2.03000E+02, 9.38901E+00,   1.600
   36176, 1.80009E-06, 2.03000E+02, 9.37915E+00,   1.600
   36214, 1.78037E-06, 2.03000E+02, 9.36930E+00,   1.600
   36252, 1.76086E-06, 2.03000E+02, 9.35948E+00,   1.600
   36290, 1.74157E-06, 2.02966E+02, 9.35519E+00,   1.600
   36328, 1.72249E-06, 2.02966E+02, 9.34541E+00,   1.600
   36366, 1.70361E-06, 2.02966E+02, 9.33564E+00,   1.600
   36404, 1.68494E-06, 2.02966E+02, 9.32590E+00,   1.600
   36442, 1.66648E-06, 2.02952E+02, 9.31892E+00,   1.600
   36480, 1.64822E-06, 2.02905E+02, 9.32018E+00,   1.600
   36518, 1.63016E-06, 2.02897E+02, 9.31322E+00,   1.600
   36556, 1.61230E-06, 2.02858E+02, 9.30900E+00,   1.600
   36594, 1.59463E-06, 2.02858E+02, 9.29934E+00,   1.600
   36632, 1.57716E-06, 2.02852E+02, 9.29242E+00,   1.600
   36670, 1.55988E-06, 2.02850E+02, 9.28552E+00,   1.600
   36708, 1.54279E-06, 2.02849E+02, 9.27863E+00,   1.600
   36746, 1.52588E-06, 2.02847E+02, 9.27176E+00,   1.600
   36784, 1.50916E-06, 2.02824E+02, 9.26762E+00,   1.600
   36822, 1.49263E-06, 2.02824E+02, 9.25805E+00,   1.600
   36860, 1.47627E-06, 2.02824E+02, 9.24851E+00,   1.600
   36898, 1.46010E-06, 2.02708E+02, 9.24169E+00,   1.600
   36936, 1.44410E-06, 2.02708E+02, 9.23489E+00,   1.600
   36974, 1.42828E-06, 2.02708E+02, 9.22540E+00,   1.600
   37012, 1.41263E-06, 2.02708E+02, 9.21593E+00,   1.600
   37050, 1.39715E-06, 2.02708E+02, 9.20648E+00,   1.600
   37088, 1.38184E-06, 2.02700E+02, 9.19974E+00,   1.600
   37126, 1.36670E-06, 2.02676E+02, 9.19302E+00,   1.600
   37164, 1.35172E-06, 2.02676E+02, 9.18362E+00,   1.600
   37202, 1.33691E-06, 2.02676E+02, 9.17424E+00,   1.600
   37240, 1.32226E-06, 2.02577E+02, 9.17293E+00,   1.600
   37278, 1.30777E-06, 2.02559E+02, 9.16626E+00,   1.600
   37316, 1.29344E-06, 2.02559E+02, 9.15693E+00,   1.600
   37354, 1.27927E-06, 2.02559E+02, 9.14762E+00,   1.600
   37392, 1.26526E-06, 2.02559E+02, 9.13832E+00,   1.600
   37430, 1.25139E-06, 2.02538E+02, 9.13438E+00,   1.600
   37468, 1.23768E-06, 2.02538E+02, 9.12512E+00,   1.600
   37506, 1.22412E-06, 2.02523E+02, 9.11854E+00,   1.600
   37544, 1.21071E-06, 2.02513E+02, 9.11197E+00,   1.600
   37582, 1.19744E-06, 2.02479E+02, 9.10808E+00,   1.600
   37620, 1.18432E-06, 2.02396E+02, 9.10420E+00,   1.600
   37658, 1.17134E-06, 2.02396E+02, 9.09501E+00,   1.600
   37696, 1.15851E-06, 2.02319E+02, 9.09115E+00,   1.600
   37734, 1.14581E-06, 2.02319E+02, 9.08200E+00,   1.600
   37772, 1.13326E-06, 2.02319E+02, 9.07286E+00,   1.600
   37810, 1.12084E-06, 2.02319E+02, 9.06374E+00,   1.600
   37848, 1.10856E-06, 2.02279E+02, 9.06257E+00,   1.600
   37886, 1.09641E-06, 2.02278E+02, 9.05612E+00,   1.600
   37924, 1.08440E-06, 2.02262E+02, 9.04968E+00,   1.600
   37962, 1.07252E-06, 2.02253E+02, 9.04325E+00,   1.600
   38000, 1.06077E-06, 2.02253E+02, 9.03421E+00,   1.600
   38038, 1.04914E-06, 2.02253E+02, 9.02519E+00,   1.600
   38076, 1.03765E-06, 2.02253E+02, 9.01618E+00,   1.600
   38114, 1.02628E-06, 2.02253E+02, 9.00719E+00,   1.600
   38152, 1.01503E-06, 2.02244E+02, 9.00084E+00,   1.600
   38190, 1.00391E-06, 2.02201E+02, 8.99712E+00,   1.600
